X,Y,fid,fclass,population,name,icon_url
5.5324465,22.7854543,"1",town,"92635",Tamanrasset,./0.png
2.4826132,27.1950331,"2",town,"32518",In Salah,./1.png
3.470596,36.758882,"3",town,"41685",Boumerdès,./1.png
3.556935,36.724986,"4",town,"21439",Thenia,./2.png
3.6012209,36.7864064,"5",town,"26408",Zemmouri,./2.png
3.5967523,36.5644827,"6",town,"59746",Lakhdaria ⵍⴻⵅⴹⴰⵔⵉⵢⴰ  At Ulmu  الأخضرية,./0.png
3.9587692,36.7333317,"7",town,"31382",Draâ Ben Khedda,./1.png
3.913104,36.915798,"8",town,"32954",Dellys,./1.png
2.8830889,30.5836683,"9",town,"40195",El Menia ⵍⴻⵎⵏⵉⵄⴰ المنيعة,./1.png
5.7717,19.5667239,"10",town,"7045",In Guezzam,./3.png
6.4421107,33.1105213,"11",town,"10330",Benaceur,./3.png
6.3527057,33.1267306,"12",town,"14179",M'Naguer,./4.png
4.5633795,35.0404431,"13",town,"0",Ben Srour,./3.png
2.6037738,35.5415407,"14",town,"13617",Chahbounia,./4.png
5.0644342,34.4254103,"15",town,"63237",Ouled Djellal,./0.png
0.2285923,29.2605117,"16",town,"33060",تيميمون,./1.png
3.1908953,36.747273,"17",town,"151950",Bordj El Kiffan,./0.png
3.050026,36.7394084,"18",town,"45345",Bir Mourad Raïs,./0.png
3.0299471,36.7689983,"19",town,"52582",El Biar,./0.png
3.1856596,36.721997,"20",town,"92000",Bab Ezzouar,./0.png
2.9753936,36.7796161,"21",town,"36191",Beni Messous,./1.png
2.9602382,36.7668415,"22",town,"80824",Chéraga,./0.png
2.9816495,36.7519699,"23",town,"35230",Dely Brahim,./1.png
2.9978257,36.7139578,"24",town,"0",Draria,./3.png
3.0265974,36.7024459,"25",town,"41690",Saoula,./1.png
3.0490708,36.7154602,"26",town,"77749",Birkhadem,./0.png
3.0801951,36.7024722,"27",town,"133247",Ain Naadja,./0.png
3.1374104,36.7212307,"28",town,"48869",El Harrach,./0.png
3.1126365,36.7200591,"29",town,"93289",Bachdjarrah,./0.png
2.9172738,36.1352805,"30",town,"60152",Berrouaghia,./0.png
2.750158,35.8863227,"31",town,"67813",Ksar El Boukhari,./0.png
3.0426168,36.8046778,"32",town,"43835",Bologhine,./0.png
-8.1397297,27.6718402,"33",town,"45966",Tinduf,./0.png
3.0497355,36.7906652,"34",town,"64732",Bab El Oued,./0.png
3.7175665,36.7432364,"35",town,"64820",Bordj Menaïel,./0.png
3.836858,36.7471933,"36",town,"22431",Naciria,./2.png
3.9012256,36.7446573,"37",town,"22838",Tadmaït,./2.png
6.6970014,36.2603681,"38",town,"90122",El Khroub,./0.png
3.0961318,36.6679961,"39",town,"116375",Baraki,./0.png
2.769126,36.6373657,"40",town,"54401",Kolea القليعة,./0.png
2.6899362,36.642758,"41",town,"41684",Bou Ismaïl,./1.png
2.9421031,36.6694089,"42",town,"0",Douera,./3.png
2.98177,36.6771868,"43",town,"27910",Khraïcia,./1.png
2.9125592,36.7079748,"44",town,"17105",Souidania,./4.png
2.8881755,36.75334,"45",town,"47664",Staoueli,./0.png
3.1565758,36.5627858,"46",town,"83819",Larbâa,./0.png
3.3718774,36.6368081,"47",town,"19356",Larbatache لربعطاش,./2.png
3.2222298,36.6198845,"48",town,"64978",Meftah,./0.png
3.0869346,36.5448652,"49",town,"51203",Bougara,./0.png
2.9918496,36.5322102,"50",town,"31070",Bouinan,./1.png
2.9084853,36.5184909,"51",town,"37461",Soumâa,./1.png
2.9128963,36.5755523,"52",town,"71446",Boufarik,./0.png
2.9985533,36.6449884,"53",town,"30575",Birtouta,./1.png
3.0076619,36.5780957,"54",town,"29660",Chebli,./1.png
3.0881462,36.6062538,"55",town,"0",Sidi Moussa سيدي موسى,./3.png
3.1013287,36.7412362,"56",town,"40698",Hussein Dey,./1.png
3.4433833,36.7547423,"57",town,"20705",Corso,./2.png
3.2824014,36.7364706,"58",town,"61984",Rouiba,./0.png
3.3421179,36.7387813,"59",town,"66215",Reghaïa,./0.png
3.408382,36.727203,"60",town,"71238",Boudouaou,./0.png
3.3384334,36.7130535,"61",town,"0",Ouled Haddadj,./3.png
3.3642924,36.6857409,"62",town,"45770",Ouled Moussa,./0.png
3.2579838,36.6808826,"63",town,"40546",Hammedi حمادي,./1.png
3.3085008,36.7727459,"64",town,"27565",H'raoua,./1.png
3.2926194,36.7912902,"65",town,"34501",Aïn Taya,./1.png
3.2501775,36.7907949,"66",town,"27900",Bordj El Bahri برج البحري,./1.png
2.9905236,36.7341624,"67",town,"41070",El Achour,./1.png
2.9216013,36.8038042,"68",town,"68354",Aïn Benian,./0.png
3.011517,36.8173356,"69",town,"28451",الرئيس حميدو,./1.png
2.9738147,36.8128133,"70",town,"23990",Hammamet,./2.png
4.6913091,36.6127914,"71",town,"13775",Sidi Aïch,./4.png
3.1681561,36.7044199,"72",town,"32062",Oued Smar,./1.png
-0.7539496,35.7400353,"73",town,"35687",Aïn Turk عين الترك,./1.png
-2.2245756,35.0822208,"74",town,"18000",Saïdia ⵙⵄⵉⴷⵉⵢⴰ السعيدية,./4.png
-2.100793,34.955281,"75",town,"19482",Ahfir ⴰⵃⴼⵉⵔ أحفير,./2.png
0.4611475,35.7309261,"76",town,"17442",El Matmar,./4.png
0.3571077,35.7217352,"77",town,"0",Yellel,./3.png
0.2069806,35.6883106,"78",town,"10043",El Ghomri,./3.png
0.0670398,35.5892003,"79",town,"84700",Mohammadia المحمدية,./0.png
1.1278681,36.0650746,"80",town,"51340",Boukadir,./0.png
1.1995738,36.101565,"81",town,"47248",Oued Sly وادي سلي,./0.png
2.7409097,36.4622287,"82",town,"34268",Chiffa,./1.png
2.6879953,36.4674416,"83",town,"52555",Mouzaïa,./0.png
2.6267421,36.46975,"84",town,"42465",El Affroun,./0.png
2.2196633,36.2601716,"85",town,"84574",Khemis Miliana,./0.png
1.9701666,36.2656797,"86",town,"65453",Aïn Defla,./0.png
1.8055909,36.2448216,"87",town,"21572",Rouina,./2.png
2.8206529,36.5374705,"88",town,"36228",Beni Tamou,./1.png
3.9007007,36.3739012,"89",town,"695585",Bouira,./0.png
4.0749566,36.312195,"90",town,"11775",Bechloul,./4.png
4.0130501,36.3212726,"91",town,"25458",El Asnam,./2.png
6.4969576,36.266467,"92",town,"36998",Aïn Smara,./1.png
6.570986,36.0375444,"93",town,"88441",Aïn Mlila,./0.png
7.1083637,36.7409382,"94",town,"56922",Azzaba,./0.png
6.8360907,36.6514052,"95",town,"48994",El Harrouch,./0.png
6.6330811,36.4446761,"96",town,"45000",Didouche Mourad,./0.png
6.6008903,36.4248981,"97",town,"79952",Hamma Bouziane,./0.png
6.2870618,36.2495545,"98",town,"0",Oued Athmania,./3.png
5.9857948,36.1192994,"99",town,"62000",Tadjenanet,./0.png
4.6294961,36.0632388,"100",town,"23101",El Achir,./2.png
4.2711718,36.3646864,"101",town,"25563",M'Chedallah,./2.png
4.1586858,36.3293456,"102",town,"18486",El Adjiba,./4.png
4.4000106,36.3885111,"103",town,"28891",Tazmalt,./1.png
4.5289243,36.4597538,"104",town,"52282",Akbou اقبو,./0.png
4.6125104,36.5406178,"105",town,"22719",إغزار أمقران,./2.png
4.8523757,36.6794351,"106",town,"29842",El Kseur,./1.png
2.4482509,36.5918179,"107",town,"25225",Tipaza,./2.png
3.0197169,36.759271,"108",town,"18838",Ben Aknoun,./2.png
-1.382036,35.3025458,"109",town,"42284",Béni-Saf,./1.png
-1.3667337,34.9506637,"110",town,"33356",Hennaya,./1.png
-1.3220383,34.6403022,"111",town,"39800",Sebdou,./1.png
-1.2576653,34.2240422,"112",town,"6673",El Aricha,./3.png
0.1443664,34.7609816,"113",town,"29022",Aïn El Hadjar,./1.png
-1.2486808,32.0501891,"114",town,"11209",Bani Wunif ⴱⵏⵉ ⵡⴻⵏⵏⵉⴼ بني ونيف,./3.png
-0.577859,32.7568151,"115",town,"54229",Aïn Sefra ⵄⵉⵏ ⵚⴻⴼⵔⴰ عين الصفراء,./0.png
-0.3110393,33.2647342,"116",town,"16251",Nâama,./4.png
-0.1306774,33.7636135,"117",town,"12074",El Biod,./4.png
0.087067,34.0405202,"118",town,"18568",Bougtob,./4.png
0.0886967,35.1178344,"119",town,"15901",Oued Taria,./4.png
0.1604511,35.2481745,"120",town,"28823",Ghriss,./1.png
0.0739093,35.3161396,"121",town,"12923",Tizi,./4.png
-0.1906822,35.5305119,"122",town,"70499",Sig سيق,./0.png
-0.0035725,35.8329584,"123",town,"11965",Stidia,./4.png
0.2734995,36.1052802,"124",town,"13607",Ben Abdelmalek Ramdane,./4.png
0.3256437,36.0953239,"125",town,"17330",Hadjadj,./4.png
0.4406587,36.1643449,"126",town,"34612",Sidi Lakhdar,./1.png
0.9161822,36.4038198,"127",town,"10807",El Marsa المرسى,./3.png
1.3078072,36.5080818,"128",town,"35459",Tenes تنس,./1.png
1.5692626,36.5304451,"129",town,"20853",Beni Haoua بنى حواء,./2.png
1.705542,36.5487451,"130",town,"17111",Damous,./4.png
1.9059603,36.5718933,"131",town,"20144",Gouraya,./2.png
2.1224482,36.5833351,"132",town,"15281",Sidi Ghiles,./4.png
2.1901982,36.6075021,"133",town,"48056",Cherchell,./0.png
2.5324546,36.5625526,"134",town,"11062",Sidi Rached,./3.png
3.720138,36.8779905,"135",town,"21966",Cap Djinet,./2.png
4.126179,36.8926614,"136",town,"0",Tigzirt,./3.png
5.1574875,36.668951,"137",town,"16546",Tichy,./4.png
5.2453122,36.6376518,"138",town,"15989",Aokas,./4.png
5.3365523,36.6251894,"139",town,"14045",Souk El Tenine,./4.png
5.3626372,36.6403282,"140",town,"11396",Melbou,./3.png
5.4808312,36.6721506,"141",town,"12642",Ziama Mansouriah,./4.png
5.6114699,36.7716565,"142",town,"13273",El Aouana العوانة,./4.png
5.8136168,36.7701723,"143",town,"26137",Kaous,./2.png
5.897589,36.7712912,"144",town,"77367",Taher,./0.png
6.051473,36.853261,"145",town,"10153",Sidi Abdelaziz,./3.png
6.2744614,36.7514104,"146",town,"83931",El Milia,./0.png
8.4420993,36.8953504,"147",town,"28411",القالة,./1.png
8.3825736,36.7865309,"148",town,"16285",عين العسل,./4.png
8.3169418,36.7667186,"149",town,"25594",الطارف,./2.png
8.1990268,36.7855823,"150",town,"17738",Bouteldja,./4.png
7.9053142,36.7704579,"151",town,"33262",Ben M'hidi,./1.png
7.4597229,36.8353153,"152",town,"22631",Berrahal,./2.png
7.2219657,36.7331778,"153",town,"15725",Aïn Charchar,./4.png
5.7092844,35.2231152,"154",town,"11415",El Kantara,./3.png
6.8931785,36.755281,"155",town,"27194",Ramdane Djamel,./2.png
-0.4241977,35.782484,"156",town,"42688",Gdyel قديل,./0.png
-0.3765323,35.8006933,"157",town,"12836",Hassi Mefsoukh,./4.png
0.1751507,26.7207267,"158",town,"20402",Reggane,./2.png
0.9540403,21.3302568,"159",town,"16437",Bordj Badji Mokhtar,./4.png
1.9065264,27.1018319,"160",town,"0",In Ghar,./3.png
1.0786817,26.9722077,"161",town,"21723",Aoulef ⴰⵡⵍⴻⴼ اولف,./2.png
-0.267936,35.805837,"162",town,"0",Bethioua,./3.png
-2.7104418,31.0274839,"163",town,"13636",Abadla ⵄⴱⴰⴷⵍⴰ العبادلة,./4.png
4.7759349,35.6927204,"164",town,"0",Ouled Derradj,./3.png
5.0344441,35.654979,"165",town,"23620",Berhoum,./2.png
5.1014147,35.6163647,"166",town,"39250",Magra,./1.png
-0.2426616,35.2355377,"167",town,"29696",سفيزف,./1.png
-0.8889946,35.0256882,"168",town,"8500",Hassi Zehana,./3.png
-0.9165478,34.9525879,"169",town,"20346",Ben Badis,./2.png
-1.0281674,34.904794,"170",town,"26389",Ouled Mimoun,./2.png
-1.530335,34.8260248,"171",town,"28555",Sabra,./1.png
3.7803723,35.8838359,"172",town,"72062",Sidi Aïssa,./0.png
3.691797,36.147376,"173",town,"50120",Sour El Ghozlane,./0.png
3.5850113,36.2628812,"174",town,"11016",Bir Ghbalou,./3.png
3.3097893,36.4127653,"175",town,"27919",Tablat,./1.png
3.8821519,35.6746597,"176",town,"33046",Aïn El Hadjel,./1.png
7.6694143,35.6291407,"177",town,"28315",Meskiana,./1.png
7.1150645,35.8687758,"178",town,"88359",Oum El Bouaghi,./0.png
6.8759954,35.9735846,"179",town,"0",Aïn Fakroun,./3.png
6.7854947,36.1239401,"180",town,"17598",Sigus,./4.png
4.2086164,36.6789662,"181",town,"17161",Tizi Rached,./4.png
4.2681185,36.6876391,"182",town,"24237",Mekla,./2.png
4.3194454,36.757399,"183",town,"24228",Freha,./2.png
4.3716399,36.744738,"184",town,"34683",Azazga,./1.png
4.6734299,36.6929171,"185",town,"13067",Adekkar,./4.png
-0.5715147,34.7797863,"186",town,"44000",Telagh تلاغ,./0.png
-0.8172962,34.501464,"187",town,"14862",Ras El Ma,./4.png
4.3111366,36.5704326,"188",town,"20401",Aïn El Hammam,./2.png
4.2028466,36.6374918,"189",town,"29376",Larbâa n Ath Irathen,./1.png
0.2457041,35.3782884,"190",town,"10473",Maoussa,./3.png
0.3292328,35.4143144,"191",town,"62210",Tighennif,./0.png
0.6833572,35.1072931,"192",town,"34124",Takhemaret,./1.png
0.8856345,35.0554796,"193",town,"15482",Aïn El Hadid,./4.png
1.0566092,35.0655965,"194",town,"54162",Frenda فرندة,./0.png
1.4746045,35.4167989,"195",town,"24983",Dahmouni,./2.png
1.810476,35.604813,"196",town,"75197",Tissemsilt,./0.png
2.0240828,35.8739691,"197",town,"30777",Theniet El Had,./1.png
6.9953023,33.5630338,"198",town,"31784",Hassi Khelifa,./1.png
6.9376019,33.5059503,"199",town,"25158",Debila,./2.png
6.8948804,33.4771663,"200",town,"22755",Hassani Abdelkrim,./2.png
6.399809,33.0829494,"201",town,"20174",Taïbet,./2.png
8.0102728,35.6717654,"202",town,"17238",Morsott,./4.png
7.8212383,36.0773091,"203",town,"41243",M'Daourouch,./1.png
7.8387478,36.3565124,"204",town,"21802",Mechroha,./2.png
7.7290561,36.4704821,"205",town,"25443",Boucheghouf,./2.png
7.7470888,36.6851201,"206",town,"37686",Drean,./1.png
7.7407291,36.755843,"207",town,"23135",Chebaïta Mokhtar,./2.png
7.7371328,36.8039598,"208",town,"0",El Hadjar,./3.png
7.7413708,36.8548275,"209",town,"125265",El Bouni,./0.png
0.0734609,35.8607135,"210",town,"32903",Hassi Mameche,./1.png
0.0444501,35.8037574,"211",town,"14530",Aïn Nouissy,./4.png
-0.0167043,35.7519675,"212",town,"16543",Fornaka,./4.png
2.2973227,36.2483226,"213",town,"21565",Aïn Soltane,./2.png
2.4153796,36.2192263,"214",town,"30170",Djendel,./1.png
2.5656189,36.2321878,"215",town,"18000",Ouamri,./4.png
3.1265784,36.2147224,"216",town,"17803",Sidi Naâmane سيدي نعمان,./4.png
3.3104153,36.230723,"217",town,"33779",Beni Slimane,./1.png
3.6735417,36.2929113,"218",town,"42635",Aïn Bessam,./0.png
1.3052519,36.4649578,"219",town,"26595",Sidi Akacha سيدي عكاشة,./2.png
1.1938241,36.4145938,"220",town,"22756",Abou El Hassen أبو الحسن,./2.png
1.2343427,36.2308944,"221",town,"0",Ouled Fares أولاد فارس,./3.png
1.2491044,36.1929178,"222",town,"71408",Chettia الشطية,./0.png
6.9450327,36.231004,"223",town,"0",Aïn Abid,./3.png
7.164528,36.3130761,"224",town,"32870",Oued Zenati,./1.png
7.4763788,36.4634182,"225",town,"17649",Belkheir,./4.png
7.5143095,36.4604068,"226",town,"18706",Boumahra Ahmed,./2.png
7.4423038,36.5057901,"227",town,"26328",Héliopolis,./2.png
3.8578153,36.816884,"228",town,"0",Baghlia,./3.png
5.3063118,36.564307,"229",town,"14146",Darguina,./4.png
5.2771041,36.4936262,"230",town,"35077",Kherrata,./1.png
5.4134576,36.3870211,"231",town,"13411",Amoucha,./4.png
6.2603141,36.5189042,"232",town,"23088",Sidi Merouane,./2.png
6.3261322,36.5152648,"233",town,"42062",Grarem Gouga,./1.png
5.2904883,35.8520786,"234",town,"0",صالح باي,./3.png
5.2959232,35.9231689,"235",town,"51207",Aïn Oulmane,./0.png
4.0867217,36.555223,"236",town,"15771",Ouadhia,./4.png
4.011092,36.5438917,"237",town,"32683",Mechtras,./1.png
3.8380358,36.5350648,"238",town,"38886",Draa El Mizan,./1.png
5.7939424,34.8447307,"239",town,"13699",Chetma,./4.png
6.3449818,35.258514,"240",town,"30207",Arris,./1.png
6.2536097,35.4860091,"241",town,"27493",Tazoult,./1.png
7.3548369,35.2972988,"242",town,"24923",Ouled Rechache,./2.png
7.2115567,35.3751785,"243",town,"38706",El Mahmal,./1.png
7.2581916,36.0815345,"244",town,"0",Ksar Sbahi,./3.png
6.4333418,36.746257,"245",town,"0",Aïn Kechra,./3.png
6.6427952,36.8361791,"246",town,"51262",Tamalous,./0.png
-1.6382574,34.8936813,"247",town,"11444",Hammam Boughrara,./3.png
-1.1457771,35.3048421,"248",town,"75558",Ain Temouchent ⵉⵏ ⵜⵉⵎⵓⵛⴻⵏⵜ عين تموشنت,./0.png
-1.1815248,35.3042768,"249",town,"14086",سيدي بن عدة,./4.png
6.1673286,36.1605629,"250",town,"82560",Chelghoum Laïd,./0.png
1.022228,33.681782,"251",town,"91632",El Bayadh,./0.png
2.2674341,35.8652978,"252",town,"10194",Taza - Bordj El Emir Abdelkader,./3.png
3.1513673,35.8905415,"253",town,"15416",Aïn Boucif,./4.png
3.4140092,35.9396178,"254",town,"57300",Chellalet El Adhaoura,./0.png
4.374637,35.9280639,"255",town,"39850",Hammam Dhalaa,./1.png
3.0270877,36.2671619,"256",town,"20705",El Omaria,./2.png
1.6854432,36.2750279,"257",town,"40697",El Abadia,./1.png
2.3058921,36.5424676,"258",town,"13332",Sidi Amar,./4.png
2.4142888,36.5121198,"259",town,"48561",Hadjout,./0.png
3.6960743,36.6363259,"260",town,"0",Chaâbet El Ameur,./3.png
3.7742759,36.5872274,"261",town,"0",Tizi Ghenif,./3.png
4.1634964,34.8470491,"262",town,"55000",Aïn El Melh,./0.png
4.6894642,36.5472337,"263",town,"20573",Seddouk,./2.png
4.7560274,36.507327,"264",town,"13412",Trouna,./4.png
4.8557425,36.4422585,"265",town,"14528",Beni Ouartilane,./4.png
5.0548526,36.3222697,"266",town,"15853",Hammam Guergour,./4.png
5.0895897,36.3322264,"267",town,"22490",Bougaa,./2.png
4.9036535,36.6439022,"268",town,"37562",Amizour,./1.png
4.9693825,36.5734726,"269",town,"16901",Barbacha,./4.png
5.1012394,36.4941296,"270",town,"0",Bouandas,./3.png
5.2953337,36.3000482,"271",town,"16770",Aïn Abessa,./4.png
5.487335,36.0908409,"272",town,"33685",Guijel,./1.png
5.8083856,35.9767593,"273",town,"13439",Hammam Sokhna,./4.png
6.0012835,35.8596869,"274",town,"15704",Aïn Djasser,./4.png
6.1850558,35.6925612,"275",town,"15445",Seriana,./4.png
4.8411698,36.2677309,"276",town,"10296",Bordj Zemmoura,./3.png
4.8370281,36.3191815,"277",town,"1844",Guenzet,./3.png
5.7909778,36.6605708,"278",town,"15682",Texenna,./4.png
5.6490139,36.4645062,"279",town,"8196",Beni Aziz,./3.png
5.913138,35.6320555,"280",town,"38656",Merouana,./1.png
5.9953423,35.6448731,"281",town,"20288",Oued El Ma,./2.png
5.6515672,35.6758524,"282",town,"22551",Ras El Aioun,./2.png
5.5525246,35.5051588,"283",town,"8474",Boumagueur,./3.png
5.6108516,35.5547284,"284",town,"29504",N'Gaous,./1.png
6.262331,36.451941,"285",town,"69052",Mila,./0.png
6.1218697,36.4296241,"286",town,"19739",Oued Endja,./2.png
5.9419603,36.4073812,"287",town,"50167",Ferdjioua,./0.png
6.4720589,36.3829267,"288",town,"18861",Ibn Ziad,./2.png
7.1054786,35.1688559,"289",town,"34844",Babar,./1.png
7.5278729,36.3681295,"290",town,"10382",Khezara,./3.png
7.53412,36.1356466,"291",town,"53218",Sedrata,./0.png
7.3040428,36.7032027,"292",town,"0",Bekouche Lakhdar,./3.png
8.042039,36.167061,"293",town,"18933",Taoura,./2.png
8.3547342,36.2220401,"294",town,"17500",ساقية سيدي يوسف,./4.png
8.1369011,35.9445854,"295",town,"52737",Ouenza,./0.png
